Lat,Long,pref_name_for_society,soc_id,Community marriage organization,Cousin marriages permitted,Cousin marriages permitted: subtypes,Cousin marriages preferred,Cousin marriages preferred: subtypes,Domestic organization,Marital composition: monogamy and polygamy,Marital residence with kin: alternate,Marital residence with kin: change after first years,Marital residence with kin: first years,Marital residence with kin: prevailing pattern,Organization of clan communities,Transactions at marriage: alternate type,Transactions at marriage: prevailing type,Transfer of residence at marriage: alternate,Transfer of residence at marriage: prevailing pattern,Community marriage organization_numeric,Cousin marriages permitted_numeric,Cousin marriages permitted: subtypes_numeric,Cousin marriages preferred_numeric,Cousin marriages preferred: subtypes_numeric,Domestic organization_numeric,Marital composition: monogamy and polygamy_numeric,Marital residence with kin: alternate_numeric,Marital residence with kin: change after first years_numeric,Marital residence with kin: first years_numeric,Marital residence with kin: prevailing pattern_numeric,Organization of clan communities_numeric,Transactions at marriage: alternate type_numeric,Transactions at marriage: prevailing type_numeric,Transfer of residence at marriage: alternate_numeric,Transfer of residence at marriage: prevailing pattern_numeric
39.73,-123.6,Sinkyone,Nb39,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,0,5,2,7,4,7,0,6,0,10,2,2,4,1,2,0
39.81,-123.55,Wiyot,Nb36,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,3,9,1,1,1,2,4,1,1,0
40.0,-123.0,Lassik,Nb37,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,3,5,2,7,4,2,0,6,0,10,2,2,4,1,2,0
40.0,-123.0,Yuki,Nc7,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Gift exchange,Ambi/neo-local,Wife to husband,0,5,2,7,4,2,0,5,0,10,11,2,4,3,0,3
40.0,-121.0,Maidu,Nc12,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",Uxorilocal,Different,Ambilocal,Ambi-viri,No exogamous clans,No alternate,Bride-service,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,5,9,0,2,1,2,4,0,1,0
40.0,-119.0,Kuyuidokado,Nd27,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,0,5,2,7,4,2,0,6,1,10,10,2,4,4,2,1
40.0,-115.0,Spring Valley Shoshoni,Nd39,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,0,5,2,7,4,2,0,6,1,2,2,2,4,4,2,0
40.0,-114.0,Gosiute,Nd48,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,1,0,3,0,2,0,10,1,0,0,2,4,4,4,0
40.0,-113.0,Tubaduka,Nd40,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,0,5,2,7,4,2,0,6,1,10,10,2,4,4,2,1
40.0,-112.0,Uintah Ute,Nd58,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,5,2,7,4,2,0,10,1,0,0,2,4,4,4,0
40.0,-103.0,Arapaho,Ne9,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, sororal cohabit",No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,3,5,2,7,4,0,5,6,1,10,10,2,4,4,2,1
40.0,45.0,Armenians,Ci10,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Monogamous,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Dowry,Husband to wife,Ambi/neo-local,0,5,2,7,4,0,1,9,1,1,1,2,4,2,1,0
40.35,-123.47,Mattole-Bear River,Nb38,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,2,0,9,1,1,1,2,4,1,1,0
40.89,14.25,Neapolitans,Ce5,Demes,Only second cousins,Only second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Uxorilocal,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,2,6,3,7,4,3,1,9,1,7,7,2,4,4,1,0
41.0,-124.0,Yurok,Nb4,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,3,9,1,1,1,2,4,1,1,0
41.0,-123.0,Chimariko,Nb33,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,0,5,2,7,4,7,0,6,1,2,2,2,4,1,2,0
41.0,-123.0,Hupa,Nb35,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,3,9,1,1,1,2,4,1,1,0
41.0,-122.0,Shasta,Nb32,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,0,9,1,1,1,2,4,1,1,0
41.0,-122.0,Wintu,Nc14,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,3,5,2,7,4,2,0,9,1,1,1,2,4,4,1,0
41.0,-122.0,Yana,Nc11,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,0,5,2,7,4,7,0,6,0,10,11,2,4,0,2,3
41.0,-121.0,Achumawi,Nc10,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,3,9,0,10,1,2,0,1,1,0
41.0,-121.0,Atsugewi,Nc4,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,Bride-wealth,Gift exchange,No alternate,Wife to husband,3,5,2,7,4,7,5,6,0,10,11,2,1,3,2,3
41.0,-117.0,White Knife Shoshoni,Nd43,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,1,0,7,4,2,0,10,1,0,0,2,4,4,4,0
41.0,-116.0,Elko Shoshoni,Nd42,Agamous,Patrilateral cross only,Unilateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,0,8,7,7,4,2,0,6,0,10,2,2,4,0,2,0
41.0,-116.0,Wadaduka,Nd41,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,No alternate,Bride-service,Husband to wife,Ambi/neo-local,0,5,2,7,4,2,0,9,0,10,1,2,4,0,1,0
41.0,-96.0,Omaha,Nf3,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,5,5,2,7,4,2,0,6,0,10,8,2,4,3,2,3
41.0,115.0,Chahar,Eb7,Agamous,Maternal only,Duolateral,None preferred,None preferred,Large extended,Monogamous,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,2,0,7,4,0,1,6,1,8,8,2,4,1,2,3
42.0,-124.0,Tolowa,Nb6,Clans,Maternal only,Duolateral,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Uxorilocal,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,Husband to wife,Wife to husband,1,2,0,7,4,5,3,9,1,8,8,0,4,1,1,3
42.0,-124.0,Tututni,Nb31,Clans,Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Neolocal,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,1,3,7,14,3,5,3,5,1,8,8,0,4,1,0,3
42.0,-123.0,Karuk,Nb34,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,0,9,1,1,1,2,4,1,1,0
42.0,-123.0,Takelma,Nb30,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,4,1,7,4,7,3,6,1,11,11,2,4,1,2,3
42.0,-122.0,Modoc,Nc9,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,0,9,0,10,1,2,4,3,1,0
42.0,-120.0,Kidutokado,Nd24,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,0,5,2,7,4,6,5,6,0,10,2,2,4,0,2,0
42.0,-115.0,Yahanduka,Nd44,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,5,2,7,4,2,0,10,1,0,0,2,4,4,4,0
42.0,-112.0,Hukundika,Nd5,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,2,5,2,7,4,7,5,6,1,2,2,2,4,4,2,0
42.0,-100.0,Pawnee,Nf6,Demes,Only second cousins,Only second cousins,Second cousins preferred,Second cousin,Large extended,"Polygyny, sororal cohabit",No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,2,6,3,8,5,0,5,6,1,6,6,2,4,4,2,1
42.0,-73.0,New Englanders,Cf1,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Virilocal,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,0,4,7,4,3,1,10,1,7,7,2,4,4,4,0
42.0,-7.0,Portuguese,Ce2,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,Ambi/neo-local,Wife to husband,2,0,4,7,4,1,1,5,1,11,11,2,4,4,0,3
42.0,12.0,Ancient Romans,Ce3,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Dowry,No alternate,Ambi/neo-local,0,0,4,7,4,3,1,6,1,7,7,2,4,2,2,0
42.0,20.0,Gheg,Ce1,Exogamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,1,0,4,3,7,3,6,1,8,8,2,4,1,2,3
43.0,-124.0,Coos,Nb21,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Woman exchange,Bride-wealth,Husband to wife,Ambi/neo-local,3,4,1,7,4,0,3,9,1,1,1,2,6,1,1,0
43.0,-122.0,Klamath,Nc8,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-wealth,Gift exchange,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,0,9,1,1,1,2,1,3,1,0
43.0,-119.0,Wadadokado,Nd22,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Different,Uxorilocal,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,5,2,7,4,2,0,10,0,10,0,2,4,4,4,0
43.0,-112.0,Bannock,Nd63,Exogamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,3,4,1,7,4,2,0,10,1,0,0,2,4,4,4,0
43.0,-112.0,Bohogue,Nd45,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,0,4,1,7,4,2,0,6,1,2,2,2,4,0,2,0
43.0,-109.0,Wind River Eastern Shoshone,Nd64,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Bride-service,No alternate,Husband to wife,0,5,2,7,4,7,0,6,1,10,10,2,4,0,2,1
43.0,-103.0,Teton,Ne8,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,4,1,7,4,7,5,9,1,1,1,2,4,1,1,0
43.0,-90.0,Kickapoo,Nf15,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-service,Ambi/neo-local,Wife to husband,0,5,2,7,4,5,3,5,1,8,8,2,4,0,0,3
43.0,44.0,Ossetians,Ci6,Clans,Trilateral,Trilateral,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,Clans with barrios,No alternate,Bride-wealth,No alternate,Wife to husband,1,10,6,7,4,0,0,6,1,8,8,1,4,1,2,3
43.0,45.0,Khevsur,Ci2,Clans,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Separate,Patrilocal,Clans,Dowry,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,2,0,6,0,9,8,0,2,1,2,3
43.0,46.0,Mari,Ch4,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Dowry,No alternate,Ambi/neo-local,0,5,2,7,4,3,1,6,1,7,7,2,4,2,2,0
44.0,-124.0,Alsea,Nb28,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,4,1,7,4,7,0,9,1,1,1,2,4,1,1,0
44.0,-124.0,Siuslaw,Nb29,Exogamous,Only second cousins,Only second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,6,3,7,4,7,0,9,1,1,1,2,4,1,1,0
44.0,-112.0,Agaiduka,Nd46,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,0,5,2,7,4,2,0,6,0,10,11,2,4,0,2,3
44.0,-111.0,Tukudika,Nd47,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,5,2,7,4,2,0,9,0,10,1,2,4,4,1,0
44.0,-88.0,Ho Chunk,Nf2,"Segmented, no exogamy",Cross-cousin,Duolateral,None preferred,None preferred,Small extended,Limited polygyny,Neolocal,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-service,Ambi/neo-local,Wife to husband,5,1,0,7,4,7,0,5,0,10,8,2,4,0,0,3
44.0,-78.0,Huron,Ng1,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Monogamous,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,5,5,2,7,4,0,1,6,1,6,6,2,4,4,2,1
44.0,144.0,Ainu,Ec7,Demes,Trilateral,Trilateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,2,10,6,7,4,2,0,9,1,1,1,2,4,4,1,0
44.75,-123.72,Tillamook,Nb20,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal separate quarters",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,4,1,7,4,7,4,9,1,1,1,2,4,1,1,0
45.0,-121.0,Tenino,Nd1,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,3,5,2,7,4,1,3,9,1,1,1,2,4,3,1,0
45.0,-115.0,Nez Perce,Nd20,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,0,0,9,1,1,1,2,4,1,1,0
45.0,-108.0,Crow,Ne4,Exogamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Token bride-wealth,No alternate,Wife to husband,3,4,1,7,4,6,5,6,1,11,11,2,4,5,2,3
45.0,-95.0,Fox,Nf7,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, sororal cohabit",No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,0,5,2,7,4,0,5,6,0,10,2,2,4,0,2,0
45.0,-94.0,Plains Cree,Ne19,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,0,1,0,7,4,2,0,5,1,11,11,2,4,1,0,3
45.0,-68.0,Penobscot,Ng4,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,0,4,1,7,4,2,0,6,0,10,2,2,4,0,2,0
45.0,26.0,Romanians,Ch10,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Patrilocal,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,4,1,7,4,3,1,7,1,7,7,2,4,4,4,0
45.0,126.0,Manchu,Ed3,Clans,Cross-cousin,Duolateral,None preferred,None preferred,Large extended,Monogamous,No alternate,Same,Patrilocal,Patrilocal,Clans,Woman exchange,Bride-wealth,No alternate,Wife to husband,1,1,0,7,4,0,1,6,1,8,8,0,6,1,2,3
45.44,29.32,Gagauz,ch17,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Monogamous,No alternate,Same,Neolocal,Neolocal,No exogamous clans,Insignificant,Gift exchange,No alternate,Ambi/neo-local,2,5,2,7,4,7,1,6,1,7,7,2,3,3,2,0
46.0,-122.0,Klikitat,Nd17,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Gift exchange,Wife to husband,Ambi/neo-local,0,4,1,7,4,2,0,10,1,0,0,2,4,3,4,0
46.0,-121.0,Wishram,Nd18,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,3,9,1,1,1,2,4,3,1,0
46.0,-119.0,Umatilla,Nd19,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,3,5,2,7,4,2,0,6,1,11,11,2,4,3,2,3
46.0,-113.0,Bitterroot Salish,Nd12,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,5,2,7,4,6,5,9,1,1,1,2,4,4,1,0
46.0,-92.0,Katikitegon,Na38,Exogamous,Cross-cousin,Duolateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,3,1,0,7,4,7,0,6,1,11,11,2,4,4,2,3
46.0,-88.0,Menominee,Nf9,Clans,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Insignificant,No alternate,Wife to husband,1,4,1,7,4,7,3,6,1,8,8,0,4,4,2,3
46.0,-85.0,Eastern Ojibwa,Na39,Clans,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Different,Uxorilocal,Ambi-viri,Clans,No alternate,Bride-service,Husband to wife,Ambi/neo-local,1,1,0,3,0,2,0,9,0,10,1,0,4,0,1,0
46.0,46.0,Kalmyk,Ci1,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Monogamous,Neolocal,Same,Patrilocal,Patrilocal,Clans,No alternate,Gift exchange,Ambi/neo-local,Wife to husband,1,5,2,7,4,0,1,5,1,8,8,0,4,3,0,3
46.0,97.0,Khalka,Eb3,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,Dowry,Bride-wealth,Ambi/neo-local,Wife to husband,0,5,2,7,4,1,1,5,1,8,8,2,2,1,0,3
47.0,-122.0,Puyallup,Nb17,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-wealth,Gift exchange,Husband to wife,Ambi/neo-local,0,6,3,7,4,0,3,9,1,1,1,2,1,3,1,0
47.0,-101.0,Hidatsa,Ne15,Agamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,0,4,1,7,4,7,5,6,1,6,6,2,4,4,2,1
47.0,-101.0,Mandan,Ne6,Agamous,Matrilateral cross only,Unilateral,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",Virilocal,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Husband to wife,0,3,7,7,4,7,5,10,1,6,6,2,4,4,4,1
47.0,-72.0,French Canadians,Cf5,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Virilocal,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Dowry,Wife to husband,Ambi/neo-local,0,5,2,7,4,3,1,10,1,7,7,2,4,2,4,0
47.0,-65.0,Mi'kmaq,Na41,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,0,5,2,7,4,2,0,6,0,10,11,2,4,0,2,3
47.0,20.0,Magyar,Ch8,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Monogamous,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Gift exchange,Ambi/neo-local,Wife to husband,2,5,2,7,4,0,1,5,1,11,11,2,4,3,0,3
